name,x,y,country
AL0 0,19.886897843139305,41.55712345299112,AL
AT0 0,13.058624,48.138925,AT
AT0 1,15.340117999999999,48.18037066666667,AT
AT0 10,10.658455,47.239613000000006,AT
AT0 2,9.709167500000005,47.212519,AT
AT0 3,12.7970125,46.743126,AT
AT0 4,14.413514256201779,46.704511745502145,AT
AT0 5,11.839141999999999,47.329516,AT
AT0 6,16.522891315407882,48.05150223448758,AT
AT0 7,14.131143677443214,47.946667930255636,AT
AT0 8,15.737850985062401,47.03367834192417,AT
AT0 9,12.638397000000001,47.331376000000006,AT
BA0 0,17.045288,44.5725045,BA
BA0 1,18.195310947368423,43.813411157894734,BA
BE0 0,5.807647666666663,50.34182233333333,BE
BE0 1,3.3515165,50.65766000000001,BE
BE0 10,4.204559666666664,51.144493000000004,BE
BE0 11,4.392852906097585,50.5289721235196,BE
BE0 12,4.836100890891269,50.49202580478371,BE
BE0 13,3.286285499999995,51.221464,BE
BE0 2,4.568252499999995,51.157356500000006,BE
BE0 3,5.085296999999991,51.078508,BE
BE0 4,4.194717499999996,50.797641999999996,BE
BE0 5,5.133361999999995,50.352348500000005,BE
BE0 6,3.6708069999999955,51.0711405,BE
BE0 7,5.677643000000003,49.81405433333333,BE
BE0 8,5.542994857142858,50.49841757142857,BE
BE0 9,5.597781485407823,50.878403676386526,BE
BG0 0,24.298667749999996,42.32432575,BG
BG0 1,26.13784766666667,42.293496000000005,BG
BG0 2,27.205208839522562,43.07257699409314,BG
BG0 3,23.315597784286783,42.641597794949966,BG
BG0 4,25.56666780488672,42.92655767043006,BG
BG0 5,23.97182475,43.4782745,BG
CH0 0,7.142486583333336,46.33526808333334,CH
CH0 1,9.180744785714282,47.01040742857142,CH
CH0 2,7.61403776262399,47.31578338746094,CH
CH0 3,8.045699999999997,46.41956170000001,CH
CH0 4,8.483152927625708,47.312074793951936,CH
CH0 5,6.290130833333336,46.419293833333334,CH
CH0 6,10.052147000000001,46.612172,CH
CH0 7,8.715349364000497,46.381790300526326,CH
CZ0 0,14.96818525,50.44522675,CZ
CZ0 1,17.546539000000003,49.924704,CZ
CZ0 2,16.524124,49.10226625,CZ
CZ0 3,13.262351999999998,50.02414550749495,CZ
CZ0 4,13.98363385714286,50.04961528571429,CZ
CZ0 5,15.5895995,49.96389999999997,CZ
CZ0 6,16.738586666666667,49.86098766666667,CZ
CZ0 7,14.401702999999998,49.2058308,CZ
CZ0 8,18.296356199999998,49.73220740000001,CZ
CZ0 9,17.479248499999997,49.385453,CZ
DE0 0,7.843061142857143,51.749984999999995,DE
DE0 1,11.044464,49.49687933333333,DE
DE0 10,12.81280525,50.99744,DE
DE0 11,9.107666,51.29559085714285,DE
DE0 12,12.87357325,48.55055825,DE
DE0 13,10.11257175,52.266656749999996,DE
DE0 14,8.061905000000005,53.427756,DE
DE0 15,7.368735999999993,50.2646485,DE
DE0 16,11.147003,50.490716,DE
DE0 17,7.7728063150548,47.6129718914315,DE
DE0 18,13.376236900984527,52.47723455300321,DE
DE0 19,13.928833,54.44222166666666,DE
DE0 2,7.796173499999995,48.3015405,DE
DE0 20,10.073776333333331,48.438607333333344,DE
DE0 21,13.808441,50.952371,DE
DE0 22,12.040329,49.5191215,DE
DE0 23,8.816084352064953,50.16123024063596,DE
DE0 24,11.5940095,53.594123499999995,DE
DE0 25,11.568603333333334,48.837594333333335,DE
DE0 26,6.8137206999999975,49.5483923,DE
DE0 27,11.751251,50.426640500000005,DE
DE0 28,10.055511599999999,49.861896,DE
DE0 29,9.330139000000004,54.767416,DE
DE0 3,11.631775000000001,51.510353499999994,DE
DE0 30,7.340652399999996,51.384960600000014,DE
DE0 31,8.558502111111109,51.93104288888889,DE
DE0 32,6.757330459037901,50.88740545459012,DE
DE0 33,8.93600466666666,48.714632,DE
DE0 34,11.017914,51.474540000000005,DE
DE0 35,9.434615076923075,53.743774000000016,DE
DE0 36,8.3386228,48.950903600000004,DE
DE0 37,11.979218,47.941187,DE
DE0 38,12.291298,53.7394775,DE
DE0 39,7.223510799999998,52.99493679999999,DE
DE0 4,9.934387000000003,53.659269,DE
DE0 40,14.47895025,51.30739575,DE
DE0 41,8.434066500000002,53.23908025,DE
DE0 42,11.803281866596098,52.1273338474351,DE
DE0 43,6.882026361570017,51.54402714930242,DE
DE0 44,10.6693724,52.216797799999995,DE
DE0 45,8.148937375,50.914384125,DE
DE0 46,10.345001,51.010298999999996,DE
DE0 47,7.72196802299627,49.64512869682982,DE
DE0 48,12.277908,51.418234999999996,DE
DE0 49,9.409790000000001,49.76513766666667,DE
DE0 5,6.948852599999992,51.130557,DE
DE0 50,8.361576857142856,50.08320100000001,DE
DE0 51,6.4064025999999945,50.6280874,DE
DE0 52,11.5260315,50.938074,DE
DE0 53,10.38757325,53.31866925,DE
DE0 54,9.759979,54.30530699999999,DE
DE0 55,14.26746375,52.016000000000005,DE
DE0 56,9.301465210598964,48.61159811914899,DE
DE0 57,7.273498599999996,52.4828348,DE
